disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,id,hash,lastRefresh
5246,2018-06-28T00:00:00.000Z,SPRING CREEK FIRE,2018-06-28T00:00:00.000Z,2018-07-12T00:00:00.000Z,Fire Management,CO,Colorado,Fire,2018-07-05T00:00:00.000Z,2018-08-08T00:00:00.000Z,,8,0,0,1,1,349cd782-aab8-4b14-b8b4-3eeab65e11ac,e104f39782ccc942b943c0915b3c5b70af341650,2023-03-18T13:22:06.532Z
4374,2018-06-25T00:00:00.000Z,SEVERE STORMS AND FLOODING,2018-05-15T00:00:00.000Z,2018-05-19T00:00:00.000Z,Major Disaster,MD,Maryland,Severe Storm,2018-06-25T00:00:00.000Z,2018-06-25T00:00:00.000Z,,3,0,0,1,1,c713e5c8-ad6d-4882-97d2-746defe8d415,893f1d5fb7fe2733a800d9047342c48584c833e7,2023-03-18T13:22:06.532Z
4373,2018-06-25T00:00:00.000Z,WILDFIRES,2018-04-11T00:00:00.000Z,2018-04-20T00:00:00.000Z,Major Disaster,OK,Oklahoma,Fire,2018-06-25T00:00:00.000Z,2018-06-25T00:00:00.000Z,,6,0,0,1,1,b241525e-11ad-40dd-b05e-c69e25339067,d0a5d60ba0f65376cf7565cd9df9479bf4e1c907,2023-03-18T13:22:06.532Z
4372,2018-06-25T00:00:00.000Z,SEVERE WINTER STORM AND FLOODING,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,Major Disaster,MA,Massachusetts,Severe Storm,2018-06-25T00:00:00.000Z,2019-03-06T00:00:00.000Z,,1,0,0,1,1,d87999cf-81dd-4dcc-a7ce-58a0d52fd835,89757ec3a0fec79e4fbc40761d41d91f4b9362fb,2023-03-18T13:22:06.532Z
5245,2018-06-25T00:00:00.000Z,CREEK FIRE,2018-06-24T00:00:00.000Z,2018-06-29T00:00:00.000Z,Fire Management,CA,California,Fire,2018-06-26T00:00:00.000Z,2018-09-12T00:00:00.000Z,,9,0,0,1,1,0a25da9a-74bd-48fb-81a8-9af08e175283,c69a5e451759ae62a83ccd1fed8e57840a38942a,2023-03-18T13:22:06.532Z
5244,2018-06-24T00:00:00.000Z,PAWNEE FIRE,2018-06-24T00:00:00.000Z,2018-07-06T00:00:00.000Z,Fire Management,CA,California,Fire,2018-06-26T00:00:00.000Z,2018-07-16T00:00:00.000Z,,9,0,0,1,1,4f845eae-90f7-4354-ad8d-23550ae351e6,f4f30dad47725e04de13bb0fbdba65a65b8fdde8,2023-03-18T13:22:06.532Z
5243,2018-06-22T00:00:00.000Z,GRAHAM FIRE,2018-06-21T00:00:00.000Z,2018-06-25T00:00:00.000Z,Fire Management,OR,Oregon,Fire,2018-06-22T00:00:00.000Z,2018-08-01T00:00:00.000Z,,10,0,0,1,1,1ed8e1e4-5353-490f-8941-26325fe6f4a5,af0bdb33d25e1aff5e0b07ff506400cea910a07e,2023-03-18T13:22:06.532Z
5242,2018-06-17T00:00:00.000Z,UPPER COLONY FIRE,2018-06-17T00:00:00.000Z,,Fire Management,NV,Nevada,Fire,2018-06-20T00:00:00.000Z,2018-06-20T00:00:00.000Z,,9,0,0,1,1,f9ad0577-8646-404f-ad6e-0be1cbe4cd3b,cc9009b8bae495e70ef9ff174b58bf308a72b2da,2023-03-18T13:22:06.532Z
5241,2018-06-11T00:00:00.000Z,BADGER CREEK FIRE,2018-06-11T00:00:00.000Z,,Fire Management,WY,Wyoming,Fire,2018-06-19T00:00:00.000Z,2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,8,0,0,1,1,73d2c644-4fe1-499d-aef8-29292425b341,c430b33ecae4084e792da0435909d8a1897bb1dc,2023-03-18T13:22:06.532Z
4371,2018-06-08T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2018-03-13T00:00:00.000Z,2018-03-14T00:00:00.000Z,Major Disaster,NH,New Hampshire,Snowstorm,2018-06-08T00:00:00.000Z,2018-06-11T00:00:00.000Z,,1,0,0,1,1,e062cdb4-25c4-424c-96d4-8320c5b307c3,2e2ef07b35397218dab08c7075ffc8f41a428163,2023-03-18T13:22:06.532Z
4370,2018-06-08T00:00:00.000Z,SEVERE STORM AND FLOODING,2018-03-02T00:00:00.000Z,2018-03-08T00:00:00.000Z,Major Disaster,NH,New Hampshire,Coastal Storm,2018-06-08T00:00:00.000Z,2018-06-11T00:00:00.000Z,,1,0,0,1,1,1356c112-8d84-4c3c-9ef4-a2b781120134,3aa4d0d6e99b0af02bbce98f193a8738cbac7d70,2023-03-18T13:22:06.532Z
4369,2018-06-08T00:00:00.000Z,SEVERE STORM,2017-12-04T00:00:00.000Z,2017-12-04T00:00:00.000Z,Major Disaster,AK,Alaska,Coastal Storm,2018-06-08T00:00:00.000Z,2018-06-11T00:00:00.000Z,,10,0,0,1,1,a151eef1-6437-441b-b58c-422ce01c4e53,0d07b56af4c39ddfe3689cc181e2d9392e33dac8,2023-03-18T13:22:06.532Z
4368,2018-06-08T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2018-03-06T00:00:00.000Z,2018-03-07T00:00:00.000Z,Major Disaster,NJ,New Jersey,Severe Storm,2018-06-08T00:00:00.000Z,2018-06-11T00:00:00.000Z,,2,0,0,1,1,7fa304f9-5681-4bd5-b326-b5351725545f,4150ab509e30f37c7ec462238426c80a1d21d312,2023-03-18T13:22:06.532Z
5240,2018-06-08T00:00:00.000Z,SOLDIER CANYON FIRE,2018-06-07T00:00:00.000Z,2019-06-19T00:00:00.000Z,Fire Management,NM,New Mexico,Fire,2018-06-11T00:00:00.000Z,2021-06-30T00:00:00.000Z,2021-06-30T00:00:00.000Z,6,0,0,1,1,466b22e7-30c3-416a-bd9b-2f236768155f,baa9bc60c0f319c919f7542e4e9d9e757327c9d5,2023-03-18T13:22:06.532Z
5239,2018-06-01T00:00:00.000Z,UTE PARK FIRE,2018-05-31T00:00:00.000Z,2018-07-31T00:00:00.000Z,Fire Management,NM,New Mexico,Fire,2018-06-05T00:00:00.000Z,2022-06-16T00:00:00.000Z,2022-06-16T00:00:00.000Z,6,0,0,1,1,43f85363-3b79-4d89-bad8-d0221cbe1c56,5906568566e6e27b7bdab922a47d381a17dbdf82,2023-03-18T13:22:06.532Z
4367,2018-05-30T00:00:00.000Z,SEVERE STORM AND FLOODING,2018-03-02T00:00:00.000Z,2018-03-08T00:00:00.000Z,Major Disaster,ME,Maine,Coastal Storm,2018-05-30T00:00:00.000Z,2018-05-30T00:00:00.000Z,,1,0,0,1,1,b86d5828-0d4a-471a-a165-ed04918a0b64,dd485ed71606ce5585adb3ea13d0e802b4921eae,2023-03-18T13:22:06.532Z
4366,2018-05-11T00:00:00.000Z,KILAUEA VOLCANIC ERUPTION AND EARTHQUAKES,2018-05-03T00:00:00.000Z,2018-08-17T00:00:00.000Z,Major Disaster,HI,Hawaii,Volcanic Eruption,2018-05-12T00:00:00.000Z,2018-09-26T00:00:00.000Z,,9,1,0,1,1,b98577df-8bac-40e3-bd03-2710c16d3731,e42daebb1dde55c8fed5fabf80951b395a37fc94,2023-03-18T13:22:06.532Z
5238,2018-05-11T00:00:00.000Z,89 EAST FIRE,2018-05-11T00:00:00.000Z,2018-05-13T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2018-05-15T00:00:00.000Z,2018-09-04T00:00:00.000Z,,9,0,0,1,1,2ad8c57b-31c1-4dc6-8646-036ddb0c7b3b,01dfddb57211491bea18cb9dc8925b22413b2d6d,2023-03-18T13:22:06.532Z
4365,2018-05-08T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-04-13T00:00:00.000Z,2018-04-16T00:00:00.000Z,Major Disaster,HI,Hawaii,Flood,2018-05-08T00:00:00.000Z,2018-05-08T00:00:00.000Z,,9,1,0,1,1,b7107b4b-014b-49b1-86f6-fe56053335a4,1b2a222a76d06c9e850b750fb155bee62f29cf22,2023-03-18T13:22:06.532Z
4364,2018-05-08T00:00:00.000Z,TORNADO AND SEVERE STORMS,2018-04-15T00:00:00.000Z,2018-04-15T00:00:00.000Z,Major Disaster,NC,North Carolina,Severe Storm,2018-05-08T00:00:00.000Z,2018-05-08T00:00:00.000Z,,4,1,0,0,1,5be780c0-c875-4908-9715-045aa4fb566b,971855f98c06a67b96411f322601d613c1ebf2b1,2023-03-18T13:22:06.532Z
4363,2018-05-04T00:00:00.000Z,SEVERE STORMS AND FLOODING,2018-02-14T00:00:00.000Z,2018-03-04T00:00:00.000Z,Major Disaster,IN,Indiana,Flood,2018-05-05T00:00:00.000Z,2018-05-09T00:00:00.000Z,,5,1,0,1,1,d63a44c1-2203-4905-beb9-66ff1d5220a8,8b5e6e67e73491ede07c5407c331034a46c5b9e1,2023-03-18T13:22:06.532Z
5237,2018-05-02T00:00:00.000Z,MCDANNALD FIRE,2018-05-02T00:00:00.000Z,2018-05-14T00:00:00.000Z,Fire Management,TX,Texas,Fire,2018-05-04T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021-08-12T00:00:00.000Z,6,0,0,1,1,4484cfcf-5540-4870-a58e-3ed800911742,623fc9f690c97b029a8c02c12893196c5cf4b765,2023-03-18T13:22:06.532Z
5236,2018-04-29T00:00:00.000Z,TINDER FIRE,2018-04-27T00:00:00.000Z,,Fire Management,AZ,Arizona,Fire,2018-05-01T00:00:00.000Z,2020-12-09T00:00:00.000Z,2020-12-09T00:00:00.000Z,9,0,0,1,1,b0202e17-eec0-49ed-97c0-7591dcb2137b,739817bf7373b15626cdfd2df916e8b1ee27fa58,2023-03-18T13:22:06.532Z
4362,2018-04-26T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2018-03-19T00:00:00.000Z,2018-03-20T00:00:00.000Z,Major Disaster,AL,Alabama,Severe Storm,2018-04-26T00:00:00.000Z,2018-04-26T00:00:00.000Z,,4,1,0,1,1,e3fa0b3c-4b41-4413-91f3-36dc566d6898,d1c34d9494d2369f7e09e4a326fd25c415e85e57,2023-03-18T13:22:06.532Z
4361,2018-04-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-02-21T00:00:00.000Z,2018-03-21T00:00:00.000Z,Major Disaster,KY,Kentucky,Flood,2018-04-26T00:00:00.000Z,2018-04-26T00:00:00.000Z,,4,0,0,1,1,974c3e9d-eaa4-4671-ad7d-5978f518ddf2,055b40df29410a0bb79a5a6c05e67d17649dbc80,2023-03-18T13:22:06.532Z
5235,2018-04-18T00:00:00.000Z,MCCLELLAN FIRE,2018-04-17T00:00:00.000Z,2018-04-22T00:00:00.000Z,Fire Management,TX,Texas,Fire,2018-04-18T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021-08-12T00:00:00.000Z,6,0,0,1,1,589cf070-51e4-4cd3-8cfe-3dc0d15976ea,13c8f3c2bf9807853b788b073c008faad95ab7d3,2023-03-18T13:22:06.532Z
4360,2018-04-17T00:00:00.000Z,"SEVERE STORMS, LANDSLIDES, AND MUDSLIDES",2018-02-14T00:00:00.000Z,2018-02-25T00:00:00.000Z,Major Disaster,OH,Ohio,Flood,2018-04-17T00:00:00.000Z,2018-04-17T00:00:00.000Z,,5,0,0,1,1,2a182d66-d6e3-4bfe-982e-26656aa0f87e,8a8a5aaf96ffc527a1fc4314771a7165289af18b,2023-03-18T13:22:06.532Z
4359,2018-04-17T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-02-14T00:00:00.000Z,2018-02-20T00:00:00.000Z,Major Disaster,WV,West Virginia,Mud/Landslide,2018-04-17T00:00:00.000Z,2018-04-17T00:00:00.000Z,,3,0,0,1,1,11e4b4c2-d6eb-4082-8659-75bfda515d93,5ec4021fc2323bf0a9883574ffdf83323b05d278,2023-03-18T13:22:06.532Z
5234,2018-04-14T00:00:00.000Z,335 FIRE,2018-04-13T00:00:00.000Z,2018-04-15T00:00:00.000Z,Fire Management,TX,Texas,Fire,2018-04-17T00:00:00.000Z,2021-08-20T00:00:00.000Z,2021-08-12T00:00:00.000Z,6,0,0,1,1,1b9de267-c54a-4fea-91e5-f702a5697af3,842d6af3f7d9dbdfc573a8d47c4e33fae59125c6,2023-03-18T13:22:06.532Z
5233,2018-04-13T00:00:00.000Z,HARBOR BAY FIRE,2018-04-13T00:00:00.000Z,2018-04-20T00:00:00.000Z,Fire Management,TX,Texas,Fire,2018-04-17T00:00:00.000Z,2018-07-13T00:00:00.000Z,,6,0,0,1,1,57d53a4a-0362-46a3-a88f-acd204371590,cb3fd909f2e6487dd5b51dcba5d5fd212a5f920f,2023-03-18T13:22:06.532Z
5232,2018-04-13T00:00:00.000Z,RHEA FIRE COMPLEX,2018-04-11T00:00:00.000Z,2018-04-24T00:00:00.000Z,Fire Management,OK,Oklahoma,Fire,2018-04-17T00:00:00.000Z,2022-06-23T00:00:00.000Z,2022-06-23T00:00:00.000Z,6,0,0,1,1,d99d0502-4fed-4c9a-913a-92f763809a6e,ffc12519a88ad4d00c5e98cee631dbdb0c203921,2023-03-18T13:22:06.532Z
5231,2018-04-13T00:00:00.000Z,34 FIRE COMPLEX,2018-04-11T00:00:00.000Z,2018-04-23T00:00:00.000Z,Fire Management,OK,Oklahoma,Fire,2018-04-17T00:00:00.000Z,2022-06-23T00:00:00.000Z,2022-06-23T00:00:00.000Z,6,0,0,1,1,57e6d112-e80c-4025-90eb-0192911b08cf,173d5bf7a4b344827656a1e0aac7c6254ece2b5b,2023-03-18T13:22:06.532Z
4358,2018-04-12T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2018-02-09T00:00:00.000Z,2018-02-14T00:00:00.000Z,Major Disaster,KY,Kentucky,Flood,2018-04-12T00:00:00.000Z,2018-04-12T00:00:00.000Z,,4,0,0,1,1,31a2a9bb-e155-42e7-a428-d8d1b2fb3f34,c0c4a38c3b3c01574eaf6958c5cdab65ad16dfae,2023-03-18T13:22:06.532Z
5230,2018-03-16T00:00:00.000Z,SHUMACH FIRE COMPLEX,2018-03-16T00:00:00.000Z,2018-03-16T00:00:00.000Z,Fire Management,OK,Oklahoma,Fire,2018-03-28T00:00:00.000Z,2020-04-27T00:00:00.000Z,2020-04-27T00:00:00.000Z,6,0,0,1,1,5839ae59-5896-4d74-a352-09ff8ed81bfd,95bc736998ae28ab7f1d6b7def8c66838730fa8a,2023-03-18T13:22:06.532Z
4357,2018-03-02T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Major Disaster,AS,American Samoa,Hurricane,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,,9,1,0,1,1,1c24ea3f-655a-4608-8972-27c5f4d64a84,655a38cb056147bb2629e9da90d32217704033c3,2023-03-18T13:22:06.532Z
3397,2018-02-11T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Emergency,AS,American Samoa,Hurricane,2018-02-11T00:00:00.000Z,2018-09-26T00:00:00.000Z,,9,0,0,1,0,e43a56ee-1f30-4daa-aabe-dd9e922ebd99,69a58dcf9ede971e95c02f58f8dd35301fe353e3,2023-03-18T13:22:06.532Z
4356,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-10-30T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm,2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,1,0,0,1,1,c8e9528c-c3e7-4631-b8e0-1d21163a3e04,7447a1b0a29f3bec9fc4ed5277b7c30838a10280,2023-03-18T13:22:06.532Z
4355,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm,2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,1,0,0,1,1,cec88cc0-e4e3-4781-97e9-68d5c78326a0,81f5958768be741b4575fc7cfbb2d2f3733670d7,2023-03-18T13:22:06.532Z
4354,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,ME,Maine,Severe Storm,2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,1,0,0,1,1,36978a4f-fb76-4a6e-9aca-5f977ec956fd,55dfaf9e6aafe23f73162254c78fffdb9aa61b87,2023-03-18T13:22:06.532Z
4353,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,9,1,0,1,1,1285da49-ad61-4593-8a39-32ffebfc5fe0,58c772e56ce63e7d6f1a1f5eece5f5f7a34b4ce9,2023-03-18T13:22:06.532Z
4352,2017-12-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-10-04T00:00:00.000Z,2017-10-06T00:00:00.000Z,Major Disaster,NM,New Mexico,Flood,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,6,0,0,1,1,ad492d53-bd7d-4630-9733-b5d874e029f4,4d4d8fa9e9bda64acdc7ac27e952b1c6582d677e,2023-03-18T13:22:06.532Z
4351,2017-12-20T00:00:00.000Z,SEVERE STORM,2017-09-28T00:00:00.000Z,2017-09-30T00:00:00.000Z,Major Disaster,AK,Alaska,Severe Storm,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,10,0,0,1,1,a668138e-d1c7-4bef-a210-be6c3ee0d80f,27b8c9235568a75f6cc7a34f2a62034d5914189b,2023-03-18T13:22:06.532Z
5229,2017-12-13T00:00:00.000Z,LEGION LAKE FIRE,2017-12-12T00:00:00.000Z,2017-12-14T00:00:00.000Z,Fire Management,SD,South Dakota,Fire,2017-12-15T00:00:00.000Z,2022-12-01T00:00:00.000Z,2022-11-30T00:00:00.000Z,8,0,0,1,1,300ad004-78af-4b99-b132-66903e8b3e13,4b308077e6f058bb2148d79c8eb9169e1989eb1e,2023-03-18T13:22:06.532Z
3396,2017-12-08T00:00:00.000Z,WILDFIRES,2017-12-04T00:00:00.000Z,2017-12-29T00:00:00.000Z,Emergency,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-05-23T00:00:00.000Z,,9,0,0,1,0,ceeae8ba-eda5-40be-928d-7fcc0f6887ea,301abc91bfe58a5f547aeeb216ff616e8e8121ee,2023-03-18T13:22:06.532Z
5228,2017-12-07T00:00:00.000Z,LILAC FIRE,2017-12-07T00:00:00.000Z,2017-12-16T00:00:00.000Z,Fire Management,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-07-13T00:00:00.000Z,,9,0,0,1,1,8a3634ce-2b75-4c67-aa82-0aa09d4913fb,5d5ca5227e3ffa2361e89c9d5eb381d4cea9d7e6,2023-03-18T13:22:06.532Z
5227,2017-12-06T00:00:00.000Z,SKIRBALL FIRE,2017-12-06T00:00:00.000Z,2017-12-15T00:00:00.000Z,Fire Management,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-07-13T00:00:00.000Z,,9,0,0,1,1,8df1f41a-7442-471a-9e8f-4f7f656b89ef,9b6838bd1aaa7634507b09505a1f860f9b439fc0,2023-03-18T13:22:06.532Z
5226,2017-12-05T00:00:00.000Z,RYE FIRE,2017-12-05T00:00:00.000Z,2017-12-14T00:00:00.000Z,Fire Management,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-07-13T00:00:00.000Z,,9,0,0,1,1,4e66c2fa-a78c-4fc0-bb24-805e73ea3872,601d5062759e3528540756d317f5bab896dae4cf,2023-03-18T13:22:06.532Z
5225,2017-12-05T00:00:00.000Z,CREEK FIRE,2017-12-05T00:00:00.000Z,2017-12-14T00:00:00.000Z,Fire Management,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-07-13T00:00:00.000Z,,9,0,0,1,1,6d75a47d-66a7-4db8-9ba6-1c87eec04fe9,2d77ec0d0b3a4235b59f148d8805392a916b89d0,2023-03-18T13:22:06.532Z
5224,2017-12-05T00:00:00.000Z,THOMAS FIRE,2017-12-04T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-12-05T00:00:00.000Z,2018-10-23T00:00:00.000Z,2018-10-23T00:00:00.000Z,9,0,0,1,1,48c1e4b9-9ed1-4d92-aaa2-dd6dbc63b983,703e815046bf06a68009f5d29275af01471d750b,2023-03-18T13:22:06.532Z
4350,2017-11-22T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,MS,Mississippi,Hurricane,2017-11-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,,4,0,0,1,1,7f716ea3-f3bb-420b-8c22-dc62becf5e0a,6adb619a724ab4062c7b0e43d3c747b8100289c6,2023-03-18T13:22:06.532Z
4349,2017-11-16T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,AL,Alabama,Hurricane,2017-11-17T00:00:00.000Z,2017-11-17T00:00:00.000Z,,4,0,0,1,1,cec5b4bd-70c1-4f25-a566-afda6064ee7a,6bc5056ceacfc4e43bf2220fff46070e73d0ae53,2023-03-18T13:22:06.532Z
4348,2017-11-14T00:00:00.000Z,FLOODING,2017-05-02T00:00:00.000Z,2017-08-06T00:00:00.000Z,Major Disaster,NY,New York,Flood,2017-11-14T00:00:00.000Z,2017-11-14T00:00:00.000Z,,2,0,0,1,1,35eea199-86c6-475a-ba9a-728c0f998299,998285b564571880cfbeed66d0bd025b8350a6f1,2023-03-18T13:22:06.532Z
4347,2017-11-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-22T00:00:00.000Z,2017-07-27T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Storm,2017-11-08T00:00:00.000Z,2017-11-08T00:00:00.000Z,,7,0,0,1,1,e317d6f2-96f5-4491-a4b5-8721e452db43,af17e2b5a3bad0e614f56879aba456534be4a379,2023-03-18T13:22:06.532Z
4346,2017-10-16T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Major Disaster,SC,South Carolina,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,4,0,0,1,1,827267fe-c41f-4c57-bf43-66b6c5a4886e,261434ef84f4e40c78544eb05a65fc2d828124df,2023-03-18T13:22:06.532Z
4345,2017-10-16T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-28T00:00:00.000Z,2017-09-10T00:00:00.000Z,Major Disaster,LA,Louisiana,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,6,0,0,1,1,94fd8d71-ea2a-4885-afda-9de5dd3bd7ad,145a31c6943ef4db55ea85ff6d472ddcec0ab315,2023-03-18T13:22:06.532Z
4344,2017-10-10T00:00:00.000Z,WILDFIRES,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,Major Disaster,CA,California,Fire,2017-10-10T00:00:00.000Z,2017-11-07T00:00:00.000Z,,9,1,0,1,1,013c0c3a-1882-482f-86b8-6b24e425a13d,d7f3a6b66de1371926239ea462cdc13894e38ca2,2023-03-18T13:22:06.532Z
5223,2017-10-09T00:00:00.000Z,CANYON 2 FIRE,2017-10-09T00:00:00.000Z,2017-10-20T00:00:00.000Z,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-07-12T00:00:00.000Z,,9,0,0,1,1,65bcbc77-922e-4d4a-b8ae-eaf86cd94a25,53f8e9b4ac84e809bb4e1980ad07eb9378bbe35e,2023-03-18T13:22:06.532Z
5222,2017-10-09T00:00:00.000Z,PARTRICK FIRE,2017-10-09T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,c2d429af-7bc5-4b3c-946d-ba2abc30f131,9da95a6a0a8b9f4b69f39b5032136bdabddfe7c3,2023-03-18T13:22:06.532Z
5221,2017-10-09T00:00:00.000Z,SULPHUR FIRE,2017-10-09T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,434acb08-2559-41b6-9d22-04e0904e64d3,7c9c7fc5ee5b63baf16c98e800fbb1ac78a95326,2023-03-18T13:22:06.532Z
5220,2017-10-09T00:00:00.000Z,NUNS FIRE,2017-10-08T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,3db37205-95bb-4f29-b813-1ee9cd2dbd19,ab0f63c989878c691eb455f88bd05cd12c3f7f61,2023-03-18T13:22:06.532Z
5219,2017-10-09T00:00:00.000Z,REDWOOD VALLEY FIRE,2017-10-09T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,bf0c6ca5-e3de-4f04-aecb-8b2466986814,66151a82a1cc4867e2c66f6e7f2a288db3f1fe10,2023-03-18T13:22:06.532Z
5218,2017-10-09T00:00:00.000Z,LA PORTE FIRE,2017-10-09T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,663e164d-387d-44c9-bdf4-bd1e895c39a1,e01d01c6cbefbd70899cfe7cad300c1af1c5c05b,2023-03-18T13:22:06.532Z
5217,2017-10-09T00:00:00.000Z,LOBO FIRE,2017-10-09T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,0c8ec79f-ce52-4062-98f3-b523aa781464,db876d7229d2d4385448d645c53ffb697199d75e,2023-03-18T13:22:06.532Z
5216,2017-10-09T00:00:00.000Z,CASCADE FIRE,2017-10-08T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,ecc5c979-5e3e-4751-9387-e0aec9a6568d,20491411778f22c16ef3a71e9d49e4d84090c838,2023-03-18T13:22:06.532Z
5215,2017-10-09T00:00:00.000Z,TUBBS FIRE,2017-10-08T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,0fd7ecf5-76aa-4e72-8c02-ac6a9c3658dd,a2a961ba4d09685348bff2a06f2e73ad2db3dab1,2023-03-18T13:22:06.532Z
5214,2017-10-09T00:00:00.000Z,ATLAS FIRE,2017-10-09T00:00:00.000Z,,Fire Management,CA,California,Fire,2017-10-11T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,9,0,0,1,1,ef65b778-9c0f-4a56-9c1e-995526bfe99e,02aac336a78ec8cbaa5d6c0e7f61799270a5fe4b,2023-03-18T13:22:06.532Z
