disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,id,hash,lastRefresh
3214,2005-08-28T00:00:00.000Z,HURRICANE KATRINA,2005-08-28T00:00:00.000Z,2005-09-26T00:00:00.000Z,Emergency,AL,Alabama,Hurricane,2005-08-28T00:00:00.000Z,2008-05-30T00:00:00.000Z,2008-05-20T00:00:00.000Z,4,0,0,1,0,468b2fa4-2c7c-478d-af59-288cfe83d378,640d73a381b2536dc084c50496617b4cc11b4ebe,2023-03-18T13:22:06.532Z
1602,2005-08-28T00:00:00.000Z,HURRICANE KATRINA,2005-08-24T00:00:00.000Z,2005-09-06T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2005-08-28T00:00:00.000Z,2021-10-01T00:00:00.000Z,2021-09-30T00:00:00.000Z,4,0,0,1,1,961a4fdf-dd4b-4f07-a2e7-5d3d294fd037,b7514fa9e03ef72caf6e898df49fa5b78d5dd881,2023-03-18T13:22:06.532Z
3213,2005-08-28T00:00:00.000Z,HURRICANE KATRINA,2005-08-27T00:00:00.000Z,2005-10-14T00:00:00.000Z,Emergency,MS,Mississippi,Hurricane,2005-08-28T00:00:00.000Z,2009-05-04T00:00:00.000Z,2009-04-29T00:00:00.000Z,4,0,0,1,0,b31d020c-90ea-4949-8712-4286bf9adf01,5e36c0cbd05867954a86a016d8456bedcf5d716a,2023-03-18T13:22:06.532Z
3212,2005-08-27T00:00:00.000Z,HURRICANE KATRINA,2005-08-26T00:00:00.000Z,2005-11-01T00:00:00.000Z,Emergency,LA,Louisiana,Hurricane,2005-08-28T00:00:00.000Z,2010-09-28T00:00:00.000Z,2010-09-22T00:00:00.000Z,6,0,0,1,0,e1d45702-e858-454d-b2c5-441917b9a093,7f32ce28e7cc3d7b35cb2aad8a64aa047114a7ea,2023-03-18T13:22:06.532Z
2580,2005-08-26T00:00:00.000Z,MANTON FIRE,2005-08-26T00:00:00.000Z,2005-09-02T00:00:00.000Z,Fire Management,CA,California,Fire,2005-08-29T00:00:00.000Z,2013-10-23T00:00:00.000Z,2009-09-29T00:00:00.000Z,9,0,0,1,0,4e153ee0-a2bf-466b-8a5e-7cf221d7b9f4,543300b0da4db413bd35c6c4106234eadbd58910,2023-03-18T13:22:06.532Z
2579,2005-08-25T00:00:00.000Z,DEER CREEK FIRE,2005-08-25T00:00:00.000Z,2005-09-01T00:00:00.000Z,Fire Management,OR,Oregon,Fire,2005-09-20T00:00:00.000Z,2017-03-03T00:00:00.000Z,2007-03-23T00:00:00.000Z,10,0,0,1,0,5585ae4c-99e6-4c40-b5df-9a1cc6ad612a,3bd8b4d36ab1d9d8fd8abaca0c2fee0c50737186,2023-03-18T13:22:06.532Z
1601,2005-08-23T00:00:00.000Z,TROPICAL STORM CINDY,2005-07-05T00:00:00.000Z,2005-07-06T00:00:00.000Z,Major Disaster,LA,Louisiana,Severe Storm,2005-08-19T00:00:00.000Z,2014-07-02T00:00:00.000Z,2014-07-01T00:00:00.000Z,6,0,0,1,1,44c0597b-f527-45b6-b560-64b5719513df,af185e27d05cbe68e6266232706b9fcfd71dd92e,2023-03-18T13:22:06.532Z
1600,2005-08-23T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-06-30T00:00:00.000Z,2005-07-01T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Storm,2005-08-19T00:00:00.000Z,2011-10-14T00:00:00.000Z,2011-10-04T00:00:00.000Z,7,0,0,1,1,3545c260-3c00-42bc-b07b-2a845884b690,c8600ba977dde3e4624fc482ac27692bf07014cc,2023-03-18T13:22:06.532Z
2578,2005-08-22T00:00:00.000Z,VOR-MCCARTY FIRE,2005-08-22T00:00:00.000Z,2005-08-25T00:00:00.000Z,Fire Management,NV,Nevada,Fire,2005-08-24T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-02-28T00:00:00.000Z,9,0,0,1,0,d04a7fbb-5c73-4b15-8c14-1f1be6924d1e,bfcfa5b969c46d12e300508b20670a9d284ee931,2023-03-18T13:22:06.532Z
1599,2005-08-22T00:00:00.000Z,TORNADO,2005-08-12T00:00:00.000Z,2005-08-12T00:00:00.000Z,Major Disaster,WY,Wyoming,Tornado,2005-08-19T00:00:00.000Z,2011-10-14T00:00:00.000Z,2011-10-04T00:00:00.000Z,8,1,1,0,1,f67ff285-ee2d-45fc-b1e2-5bf90c544dfc,b15fea2f44c7c25b903f9695a41c240fa9b96fe2,2023-03-18T13:22:06.532Z
2577,2005-08-19T00:00:00.000Z,WAIKELE FIRE,2005-08-17T00:00:00.000Z,2005-08-20T00:00:00.000Z,Fire Management,HI,Hawaii,Fire,2005-08-19T00:00:00.000Z,2007-07-06T00:00:00.000Z,2007-06-25T00:00:00.000Z,9,0,0,1,0,317e06de-c526-49aa-badc-97c73ed83e81,66f148526306da2c4bdf1725ec465f1c00132d1d,2023-03-18T13:22:06.532Z
2576,2005-08-15T00:00:00.000Z,NANAKULI BRUSH FIRE,2005-08-14T00:00:00.000Z,2005-08-20T00:00:00.000Z,Fire Management,HI,Hawaii,Fire,2005-08-16T00:00:00.000Z,2010-10-05T00:00:00.000Z,2010-09-29T00:00:00.000Z,9,0,0,1,0,e52dd1d5-419c-44bb-b781-bfee5d5dbe67,5243cff84213aed04cde0f0f1c80335ec0b6ed53,2023-03-18T13:22:06.532Z
2575,2005-08-07T00:00:00.000Z,SCHOOL FIRE,2005-08-07T00:00:00.000Z,2005-08-19T00:00:00.000Z,Fire Management,WA,Washington,Fire,2005-08-12T00:00:00.000Z,2007-08-14T00:00:00.000Z,2007-07-25T00:00:00.000Z,10,0,0,1,0,577ac70a-87a0-4642-ae0b-da01f7d27bc7,fe690162cf2eb360653b83c936918b14ccce0e54,2023-03-18T13:22:06.532Z
2574,2005-08-04T00:00:00.000Z,AKONI PULE HIGHWAY FIRE,2005-08-02T00:00:00.000Z,2005-08-06T00:00:00.000Z,Fire Management,HI,Hawaii,Fire,2005-08-09T00:00:00.000Z,2008-03-06T00:00:00.000Z,2008-02-20T00:00:00.000Z,9,0,0,1,0,a4a32e9f-1b6c-4158-be2d-931115867747,ffec7689a5248f99b514e49f2bde96da5477cca0,2023-03-18T13:22:06.532Z
2573,2005-08-02T00:00:00.000Z,LALAMILO FIRE,2005-08-01T00:00:00.000Z,2005-08-06T00:00:00.000Z,Fire Management,HI,Hawaii,Fire,2005-08-03T00:00:00.000Z,2008-03-06T00:00:00.000Z,2008-02-20T00:00:00.000Z,9,0,0,1,0,b6952a31-a037-44c2-9f08-453422ab8978,610b6ab8750e6ceff46104f1f2e52e4861e1b14d,2023-03-18T13:22:06.532Z
2572,2005-08-01T00:00:00.000Z,DIRTY FACE FIRE,2005-07-31T00:00:00.000Z,2005-08-08T00:00:00.000Z,Fire Management,WA,Washington,Fire,2005-08-03T00:00:00.000Z,2007-08-14T00:00:00.000Z,2007-07-25T00:00:00.000Z,10,0,0,1,0,f8eb748c-2d46-44bd-9f84-7977ee75899c,56da1110152d01dbc1144251271f3b0895da4a34,2023-03-18T13:22:06.532Z
1598,2005-08-01T00:00:00.000Z,FLOODING AND LANDSLIDES,2005-04-28T00:00:00.000Z,2005-06-29T00:00:00.000Z,Major Disaster,UT,Utah,Flood,2005-07-28T00:00:00.000Z,2012-02-01T00:00:00.000Z,2012-01-31T00:00:00.000Z,8,0,0,1,1,cd88cdb5-5839-4cc8-b512-33488d0c5a8d,c9e649f9aa95e02d1ea83708a76716a32de2deb1,2023-03-18T13:22:06.532Z
2571,2005-07-25T00:00:00.000Z,CA-QUARTZ FIRE-7-25-2005,2005-07-25T00:00:00.000Z,2005-07-29T00:00:00.000Z,Fire Management,CA,California,Fire,2005-07-26T00:00:00.000Z,2009-10-20T00:00:00.000Z,2009-10-13T00:00:00.000Z,9,0,0,1,0,49637cc3-6ff7-4e5f-bd80-92d57bd828f3,d13f5fef4b1b5f9d5f53188f3e2cce46784e3b19,2023-03-18T13:22:06.532Z
1596,2005-07-22T00:00:00.000Z,SEVERE STORM,2005-06-07T00:00:00.000Z,2005-06-08T00:00:00.000Z,Major Disaster,SD,South Dakota,Severe Storm,2005-07-20T00:00:00.000Z,2011-03-23T00:00:00.000Z,2011-03-21T00:00:00.000Z,8,0,0,1,1,25040666-7a1c-44b5-ac98-fa7f8c10a55f,ca8e452c4bdd7325506504a742d24f4cff3843cb,2023-03-18T13:22:06.532Z
2570,2005-07-22T00:00:00.000Z,AZ-WILDFIRE (EDGE COMPLEX) 07-22-2005,2005-07-21T00:00:00.000Z,2005-07-24T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2005-07-26T00:00:00.000Z,2009-01-22T00:00:00.000Z,2008-12-30T00:00:00.000Z,9,0,0,1,0,6ec942cb-eb67-4f1e-a496-dd4919ffd4e8,b7f44cc27e636690f418983a6fdbc7beb0fd9dac,2023-03-18T13:22:06.532Z
2569,2005-07-16T00:00:00.000Z,SD SKYLINE #2 FIRE 7/16/05,2005-07-16T00:00:00.000Z,2005-07-17T00:00:00.000Z,Fire Management,SD,South Dakota,Fire,2005-07-18T00:00:00.000Z,2006-11-15T00:00:00.000Z,2006-10-20T00:00:00.000Z,8,0,0,1,0,a33bdf29-315d-4231-b55a-54563ee23901,a045dcb92d2b548550e2ebb512095013daeaca57,2023-03-18T13:22:06.532Z
2568,2005-07-16T00:00:00.000Z,CARLIN FIRE,2005-07-16T00:00:00.000Z,2005-07-18T00:00:00.000Z,Fire Management,NV,Nevada,Fire,2005-07-18T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-03-01T00:00:00.000Z,9,0,0,1,0,190cfb11-b0be-4c61-b334-e555e90d7def,4cd22a2c8557a91faaf58ef0039fa3b08640b282,2023-03-18T13:22:06.532Z
2567,2005-07-16T00:00:00.000Z,CONTACT FIRE,2005-07-15T00:00:00.000Z,2005-07-21T00:00:00.000Z,Fire Management,NV,Nevada,Fire,2005-07-18T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-03-01T00:00:00.000Z,9,0,0,1,0,32470b79-796d-430b-917c-95994565b43b,234e8955adf78052bb81cce1ec2b50bb26280e13,2023-03-18T13:22:06.532Z
1594,2005-07-10T00:00:00.000Z,HURRICANE DENNIS,2005-07-10T00:00:00.000Z,2005-07-15T00:00:00.000Z,Major Disaster,MS,Mississippi,Hurricane,2005-07-10T00:00:00.000Z,2013-10-30T00:00:00.000Z,2013-09-27T00:00:00.000Z,4,0,0,1,1,8b757fb6-645c-4ca1-a658-5995de56ecf9,a0f7dac439c38eed94cdd4bcf20d8b3f7ce8511f,2023-03-18T13:22:06.532Z
1593,2005-07-10T00:00:00.000Z,HURRICANE DENNIS,2005-07-10T00:00:00.000Z,2005-07-16T00:00:00.000Z,Major Disaster,AL,Alabama,Hurricane,2005-07-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,2011-03-16T00:00:00.000Z,4,1,1,1,1,4341097d-282a-4e57-93f9-59a478cc45cd,e1f7b57c80233d5a793a7dcfd1f799b26fe87897,2023-03-18T13:22:06.532Z
2566,2005-07-10T00:00:00.000Z,MASON FIRE,2005-07-08T00:00:00.000Z,2005-07-17T00:00:00.000Z,Fire Management,CO,Colorado,Fire,2005-07-12T00:00:00.000Z,2010-07-14T00:00:00.000Z,2010-07-07T00:00:00.000Z,8,0,0,1,0,72335453-1487-449c-af59-919aeabd0b91,1930a539f99d1dc80c4d49ffd08b7f4e9e8c5189,2023-03-18T13:22:06.532Z
2565,2005-07-10T00:00:00.000Z,SD RICCO FIRE,2005-07-09T00:00:00.000Z,2005-07-19T00:00:00.000Z,Fire Management,SD,South Dakota,Fire,2005-07-12T00:00:00.000Z,2006-11-15T00:00:00.000Z,2006-10-20T00:00:00.000Z,8,0,0,1,0,66051f17-1009-4df6-ac5e-f0c7c3d153d4,b63a258f9ca2ecc7d6acb8400073ae42441212ee,2023-03-18T13:22:06.532Z
1592,2005-07-06T00:00:00.000Z,HEAVY RAINS AND FLOODING,2005-05-06T00:00:00.000Z,2005-05-20T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2005-07-01T00:00:00.000Z,2011-03-23T00:00:00.000Z,2011-03-18T00:00:00.000Z,10,0,0,1,1,3c0644a2-775a-464f-92ac-fbfbef2c2094,630b7f3283c60ee02595a4cd4a8e43b0fb7588dc,2023-03-18T13:22:06.532Z
1591,2005-06-29T00:00:00.000Z,"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",2005-03-29T00:00:00.000Z,2005-05-03T00:00:00.000Z,Major Disaster,ME,Maine,Severe Storm,2005-06-28T00:00:00.000Z,2022-10-28T00:00:00.000Z,2022-10-28T00:00:00.000Z,1,0,0,1,1,4e440ea8-34b7-486f-b1c0-02e4d9935907,74b02dcd5e9d0e7981c7a643c7360482ad3a3ad3,2023-03-18T13:22:06.532Z
2564,2005-06-27T00:00:00.000Z,BLUE SPRINGS FIRE,2005-06-27T00:00:00.000Z,2005-07-01T00:00:00.000Z,Fire Management,UT,Utah,Fire,2005-06-28T00:00:00.000Z,2008-06-11T00:00:00.000Z,2008-05-27T00:00:00.000Z,8,0,0,1,0,88f5abd2-8af8-43e2-a8b1-36a0695882bc,9d0508f6aa4d01fc4afff6f6cf95034adc5e4e89,2023-03-18T13:22:06.532Z
2563,2005-06-24T00:00:00.000Z,GOOD SPRINGS FIRE,2005-06-22T00:00:00.000Z,2005-07-06T00:00:00.000Z,Fire Management,NV,Nevada,Fire,2005-06-28T00:00:00.000Z,2006-04-20T00:00:00.000Z,2006-04-10T00:00:00.000Z,9,0,0,1,0,92062018-f8ae-4eb5-a4db-0799ff8e35b0,5869a05e32ff9a5a754b71188476319cea7531fb,2023-03-18T13:22:06.532Z
2562,2005-06-23T00:00:00.000Z,AZ-HUMBUG FIRE 06-23--2005,2005-06-22T00:00:00.000Z,2005-06-27T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2005-06-28T00:00:00.000Z,2009-02-05T00:00:00.000Z,2009-01-15T00:00:00.000Z,9,0,0,1,0,127ccf1c-8037-4065-b8b4-0d7fe2d4f448,26107d24b98f73788fe2cbd92fad4a0354558d93,2023-03-18T13:22:06.532Z
1590,2005-06-23T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-05-11T00:00:00.000Z,2005-05-12T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm,2005-06-21T00:00:00.000Z,2011-03-23T00:00:00.000Z,2011-03-16T00:00:00.000Z,7,0,0,1,1,ce27fb8d-dfed-4f55-a1e3-531f402c4c81,aff455b925b58ecd0bcbe11d58b0f4e97498de18,2023-03-18T13:22:06.532Z
2561,2005-06-22T00:00:00.000Z,CAVE CREEK FIRE COMPLEX,2005-06-21T00:00:00.000Z,2005-07-07T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2005-06-23T00:00:00.000Z,2008-10-23T00:00:00.000Z,2008-09-25T00:00:00.000Z,9,0,0,1,0,3b055e52-ad01-447d-88cf-957ebb8a2ffe,596e67e5969953ee2fd88ac3fd7e27e5969c8097,2023-03-18T13:22:06.532Z
2560,2005-06-12T00:00:00.000Z,AZ-HULET FIRE-06-11-2005,2005-06-11T00:00:00.000Z,2005-06-18T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2005-06-16T00:00:00.000Z,2009-01-22T00:00:00.000Z,2008-12-30T00:00:00.000Z,9,0,0,1,0,a081b55c-0827-4741-b281-7acc923e30f9,72ade0a1bbd362f7a1486a50bbc7ca1b47814b74,2023-03-18T13:22:06.532Z
2559,2005-06-08T00:00:00.000Z,AZ-BOBBY FIRE-06-08-2005,2005-06-08T00:00:00.000Z,2005-06-13T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2005-06-09T00:00:00.000Z,2009-01-22T00:00:00.000Z,2008-12-30T00:00:00.000Z,9,0,0,1,0,6fe09c85-1901-426e-8334-72d171520a96,5ddeb16d00da4598f00c4dbc92de8c2480d17913,2023-03-18T13:22:06.532Z
2558,2005-05-26T00:00:00.000Z,VEKOL FIRE-05-26-2005,2005-05-26T00:00:00.000Z,2005-05-29T00:00:00.000Z,Fire Management,AZ,Arizona,Fire,2005-06-01T00:00:00.000Z,2009-01-22T00:00:00.000Z,2008-12-30T00:00:00.000Z,9,0,0,1,0,c4849f86-5fee-4026-85c1-fb0d5b186c6b,7fe2f0732cad6979e205a3d3f9db5038828d0622,2023-03-18T13:22:06.532Z
3211,2005-04-28T00:00:00.000Z,RECORD SNOW,2005-03-11T00:00:00.000Z,2005-03-12T00:00:00.000Z,Emergency,NH,New Hampshire,Snowstorm,2005-04-26T00:00:00.000Z,2007-03-30T00:00:00.000Z,2007-03-21T00:00:00.000Z,1,0,0,1,0,581f7abd-9235-4504-9ff7-e05bde1bb5a9,60819b314f498af233b35c3612cfb3f121a392cf,2023-03-18T13:22:06.532Z
3210,2005-04-21T00:00:00.000Z,RECORD SNOW,2005-03-11T00:00:00.000Z,2005-03-12T00:00:00.000Z,Emergency,ME,Maine,Snowstorm,2005-04-20T00:00:00.000Z,2007-12-04T00:00:00.000Z,2007-11-20T00:00:00.000Z,1,0,0,1,0,36a90261-1813-4cc7-9a91-623a43c93b05,0156999771fbfce8140e34ef6da70e201bd0f0fb,2023-03-18T13:22:06.532Z
1589,2005-04-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-04-02T00:00:00.000Z,2005-04-04T00:00:00.000Z,Major Disaster,NY,New York,Severe Storm,2005-04-18T00:00:00.000Z,2023-01-24T00:00:00.000Z,2018-03-08T00:00:00.000Z,2,1,1,1,1,20290905-dd63-4318-ace9-5d58a330b3da,47e07302b11f6fec3b05f78a7c7f5dd69895e524,2023-03-18T13:22:06.532Z
1588,2005-04-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-04-01T00:00:00.000Z,2005-04-03T00:00:00.000Z,Major Disaster,NJ,New Jersey,Severe Storm,2005-04-18T00:00:00.000Z,2011-03-18T00:00:00.000Z,2011-03-15T00:00:00.000Z,2,1,1,0,1,24d043f4-5338-42d4-a45a-3f2f59df181d,1edc99e8f4f61bc3deded9b3f86bab1457311be2,2023-03-18T13:22:06.532Z
2557,2005-04-19T00:00:00.000Z,SD WILDFIRE CAMP FIVE,2005-04-17T00:00:00.000Z,2005-04-19T00:00:00.000Z,Fire Management,SD,South Dakota,Fire,2005-04-19T00:00:00.000Z,2015-08-18T00:00:00.000Z,2005-08-17T00:00:00.000Z,8,0,0,1,0,5b5252b4-1f55-4221-a58f-a20b70b8d05c,a2d589a72a67ebdb793e3a434fb5f5e4c9d00536,2023-03-18T13:22:06.532Z
1586,2005-04-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-02-10T00:00:00.000Z,2005-02-15T00:00:00.000Z,Major Disaster,AZ,Arizona,Severe Storm,2005-04-13T00:00:00.000Z,2009-06-02T00:00:00.000Z,,9,0,0,1,1,115b944a-ba97-4136-bc6c-87c1b5363e60,34257ea23795d3cd9ee9f5876e9dd054420c99f2,2023-03-18T13:22:06.532Z
1587,2005-04-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-04-02T00:00:00.000Z,2005-04-23T00:00:00.000Z,Major Disaster,PA,Pennsylvania,Severe Storm,2005-04-13T00:00:00.000Z,2012-06-04T00:00:00.000Z,2012-06-04T00:00:00.000Z,3,1,1,1,1,24f638e2-33f8-4013-8b11-cac2b43a8d52,b699ecf6e4349421b5ec5beceef65b2a229c8d83,2023-03-18T13:22:06.532Z
3209,2005-04-01T00:00:00.000Z,SNOW,2005-03-09T00:00:00.000Z,2005-03-09T00:00:00.000Z,Emergency,ME,Maine,Snowstorm,2005-03-30T00:00:00.000Z,2008-05-30T00:00:00.000Z,2008-05-20T00:00:00.000Z,1,0,0,1,0,2ab94e94-a584-4f5f-b01f-36c25ce07f11,629fb578c7d177bd68cd32a4aa7da2e66d44cac5,2023-03-18T13:22:06.532Z
3208,2005-03-30T00:00:00.000Z,RECORD SNOW,2005-02-10T00:00:00.000Z,2005-02-11T00:00:00.000Z,Emergency,NH,New Hampshire,Snowstorm,2005-03-28T00:00:00.000Z,2006-12-01T00:00:00.000Z,2006-11-15T00:00:00.000Z,1,0,0,1,0,69c83767-2822-41c8-97a2-16a050956720,53950e8b28c95ef06b24b05d0e55a963997d606b,2023-03-18T13:22:06.532Z
3207,2005-03-30T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,NH,New Hampshire,Snowstorm,2005-03-28T00:00:00.000Z,2006-12-01T00:00:00.000Z,2006-11-15T00:00:00.000Z,1,0,0,1,0,a8fd3233-539f-4df5-8f21-02dfa7198de5,1460d7a229d149336e76839acd8386f0d100d6bf,2023-03-18T13:22:06.532Z
3206,2005-03-14T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-02-10T00:00:00.000Z,2005-02-11T00:00:00.000Z,Emergency,ME,Maine,Snowstorm,2005-03-11T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-03-01T00:00:00.000Z,1,0,0,1,0,57b10e44-c87a-421d-a3b3-b2a90f0461cd,4e26bdf858ce249eda0c9069c852c532e0528732,2023-03-18T13:22:06.532Z
3205,2005-03-14T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,ME,Maine,Snowstorm,2005-03-11T00:00:00.000Z,2007-02-27T00:00:00.000Z,2007-02-12T00:00:00.000Z,1,0,0,1,0,7f3741c7-c2cf-4944-bf60-7e36733f4d16,9dc137ff1765251f09f979b5323cf8b590a4aeba,2023-03-18T13:22:06.532Z
1584,2005-03-14T00:00:00.000Z,SEVERE WINTER STORM,2005-01-07T00:00:00.000Z,2005-01-12T00:00:00.000Z,Major Disaster,AK,Alaska,Severe Storm,2005-03-11T00:00:00.000Z,2011-09-07T00:00:00.000Z,2011-07-08T00:00:00.000Z,10,0,0,1,1,384d0c0b-8614-411f-83e0-924025313e56,ddfb7c4e8ede4315e368f55d6474a728ee7ff8aa,2023-03-18T13:22:06.532Z
1583,2005-03-07T00:00:00.000Z,HEAVY RAINS AND FLOODING,2005-01-07T00:00:00.000Z,2005-01-13T00:00:00.000Z,Major Disaster,NV,Nevada,Severe Storm,2005-03-04T00:00:00.000Z,2014-04-10T00:00:00.000Z,2014-04-08T00:00:00.000Z,9,0,0,1,1,e6663ba8-76f3-43da-81b3-9ab8508505d0,518927b2a269a15a9a16147f8e0e6e42bc3b0e51,2023-03-18T13:22:06.532Z
3204,2005-02-23T00:00:00.000Z,SNOW,2005-01-06T00:00:00.000Z,2005-01-10T00:00:00.000Z,Emergency,NV,Nevada,Snowstorm,2005-02-22T00:00:00.000Z,2008-10-01T00:00:00.000Z,2008-09-18T00:00:00.000Z,9,0,0,1,0,25b77b93-4705-4fc0-8a06-f078612886a4,0542010fb7e3830c33a3a931f12cb9b6720df149,2023-03-18T13:22:06.532Z
1582,2005-02-18T00:00:00.000Z,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",2005-02-15T00:00:00.000Z,2005-02-21T00:00:00.000Z,Major Disaster,AS,American Samoa,Typhoon,2005-02-17T00:00:00.000Z,2015-09-11T00:00:00.000Z,2015-09-10T00:00:00.000Z,9,1,1,1,1,7e4bee5d-7b5d-42fc-82aa-d4ff0efe2b38,fa267e2749fb329dd7af28b8df942629e791d682,2023-03-18T13:22:06.532Z
3203,2005-02-17T00:00:00.000Z,RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,RI,Rhode Island,Snowstorm,2005-02-15T00:00:00.000Z,2010-06-08T00:00:00.000Z,2010-05-24T00:00:00.000Z,1,0,0,1,0,053a6135-0ac6-4bf1-b316-8335befca3ee,7ba3b5366ab53e6e032da181377a2ea2195d4b64,2023-03-18T13:22:06.532Z
3202,2005-02-17T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2004-12-29T00:00:00.000Z,2005-01-02T00:00:00.000Z,Emergency,NV,Nevada,Snowstorm,2005-02-15T00:00:00.000Z,2009-05-26T00:00:00.000Z,2009-05-13T00:00:00.000Z,9,0,0,1,0,f6234185-5c7e-47ae-81ba-3d1f49dbf71a,d995ef90da88f69b35a4f3d350992c5b5d6a6449,2023-03-18T13:22:06.532Z
3201,2005-02-17T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,MA,Massachusetts,Snowstorm,2005-02-15T00:00:00.000Z,2022-11-07T00:00:00.000Z,2010-05-24T00:00:00.000Z,1,0,0,1,0,66744f43-c7eb-4989-a8c5-7365e6b99303,20d120b8ffd90be478255a0a6c8828efd190c2fb,2023-03-18T13:22:06.532Z
3200,2005-02-17T00:00:00.000Z,RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,CT,Connecticut,Snowstorm,2005-02-15T00:00:00.000Z,2010-06-08T00:00:00.000Z,2010-05-24T00:00:00.000Z,1,0,0,1,0,1be6b216-1d74-49de-8ed1-a6ce9b79fdaa,49d47cc59df56009f0696ea0a60830b367895a7a,2023-03-18T13:22:06.532Z
1581,2005-02-17T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-12-28T00:00:00.000Z,2005-01-12T00:00:00.000Z,Major Disaster,AZ,Arizona,Severe Storm,2005-02-15T00:00:00.000Z,2015-11-19T00:00:00.000Z,2014-08-12T00:00:00.000Z,9,0,0,1,1,a0ea6664-c67e-49cc-89f1-f89cc59733b9,1587d7232e7c72d865c82050101a1372c706340f,2023-03-18T13:22:06.532Z
1579,2005-02-08T00:00:00.000Z,"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",2005-01-04T00:00:00.000Z,2005-01-06T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Storm,2005-02-08T00:00:00.000Z,2013-08-21T00:00:00.000Z,2011-11-16T00:00:00.000Z,7,0,0,1,1,6ac07efc-b480-44cb-a4e4-0c9d0d747502,40d877802b7b4f1228ec27df0c24927875416b97,2023-03-18T13:22:06.532Z
1578,2005-02-08T00:00:00.000Z,SEVERE WINTER STORM AND RECORD SNOW,2004-12-21T00:00:00.000Z,2004-12-23T00:00:00.000Z,Major Disaster,KY,Kentucky,Snowstorm,2005-02-08T00:00:00.000Z,2014-04-24T00:00:00.000Z,2014-04-23T00:00:00.000Z,4,0,0,1,1,dc0e1a5a-7f53-457a-a7dc-de5381ed6382,32b878b6936af6cccc2cd7088262c3589b0e2da9,2023-03-18T13:22:06.532Z
3199,2005-02-01T00:00:00.000Z,RECORD/NEAR RECORD SNOW,2004-12-21T00:00:00.000Z,2004-12-23T00:00:00.000Z,Emergency,IL,Illinois,Snowstorm,2005-01-26T00:00:00.000Z,2010-06-14T00:00:00.000Z,2010-06-09T00:00:00.000Z,5,0,0,1,0,17e702d1-2516-4460-b6e9-ab36ac823367,edc6ceb02b38c19809fbb7b8c7c730138eb05c6a,2023-03-18T13:22:06.532Z
1576,2005-02-01T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-01-08T00:00:00.000Z,2005-01-12T00:00:00.000Z,Major Disaster,UT,Utah,Severe Storm,2005-01-28T00:00:00.000Z,2012-02-01T00:00:00.000Z,2012-01-31T00:00:00.000Z,8,0,0,1,1,a8182cb0-58e7-4851-9cd7-e19964395fd0,556a17f3d245112c1117e53e9f864395352bdb12,2023-03-18T13:22:06.532Z
